"country_name","genres","n"
"Czech Republic","Sci-Fi",15
"Czech Republic","Sport",13
"Czech Republic","Thriller",54
"Czech Republic","War",3
"Czech Republic","Western",3
"Denmark","Action",200
"Denmark","Adventure",125
"Denmark","Animation",57
"Denmark","Biography",15
"Denmark","Comedy",182
"Denmark","Crime",157
"Denmark","Documentary",26
"Denmark","Drama",318
"Denmark","Family",22
"Denmark","Fantasy",42
"Denmark","Film-Noir",3
"Denmark","Game-Show",17
"Denmark","History",5
"Denmark","Horror",23
"Denmark","Music",2
"Denmark","Musical",1
"Denmark","Mystery",56
"Denmark","Reality-TV",31
"Denmark","Romance",88
"Denmark","Sci-Fi",22
"Denmark","Sport",10
"Denmark","Thriller",61
"Denmark","War",10
"Denmark","Western",10
"Dominican Republic","Action",178
"Dominican Republic","Adventure",110
"Dominican Republic","Animation",50
"Dominican Republic","Biography",3
"Dominican Republic","Comedy",152
"Dominican Republic","Crime",116
"Dominican Republic","Documentary",17
"Dominican Republic","Drama",281
"Dominican Republic","Family",19
"Dominican Republic","Fantasy",36
"Dominican Republic","Film-Noir",2
"Dominican Republic","Game-Show",2
"Dominican Republic","Horror",30
"Dominican Republic","Music",32
"Dominican Republic","Mystery",49
"Dominican Republic","Reality-TV",3
"Dominican Republic","Romance",85
"Dominican Republic","Sci-Fi",23
"Dominican Republic","Sport",7
"Dominican Republic","Thriller",76
"Dominican Republic","War",4
"Dominican Republic","Western",4
"Ecuador","Action",153
"Ecuador","Adventure",119
"Ecuador","Animation",67
"Ecuador","Biography",1
"Ecuador","Comedy",192
"Ecuador","Crime",90
"Ecuador","Documentary",16
"Ecuador","Drama",277
"Ecuador","Family",13
"Ecuador","Fantasy",26
"Ecuador","Film-Noir",2
"Ecuador","Horror",28
"Ecuador","Music",31
"Ecuador","Mystery",41
"Ecuador","Reality-TV",3
"Ecuador","Romance",104
"Ecuador","Sci-Fi",22
"Ecuador","Sport",7
"Ecuador","Thriller",64
"Ecuador","War",2
"Ecuador","Western",5
"Egypt","Action",204
"Egypt","Adventure",107
"Egypt","Animation",36
"Egypt","Biography",11
"Egypt","Comedy",176
"Egypt","Crime",130
"Egypt","Documentary",17
"Egypt","Drama",338
"Egypt","Family",16
"Egypt","Fantasy",36
"Egypt","Film-Noir",4
"Egypt","Game-Show",7
"Egypt","History",5
"Egypt","Horror",31
"Egypt","Music",1
"Egypt","Mystery",49
"Egypt","Reality-TV",9
"Egypt","Romance",105
"Egypt","Sci-Fi",28
"Egypt","Sport",3
"Egypt","Thriller",73
"Egypt","War",3
"Egypt","Western",3
"El Salvador","Action",142
"El Salvador","Adventure",103
"El Salvador","Animation",62
"El Salvador","Biography",1
"El Salvador","Comedy",186
"El Salvador","Crime",106
"El Salvador","Documentary",15
"El Salvador","Drama",293
"El Salvador","Family",14
"El Salvador","Fantasy",26
"El Salvador","Film-Noir",2
"El Salvador","Horror",25
"El Salvador","Music",30
"El Salvador","Mystery",43
"El Salvador","Reality-TV",2
"El Salvador","Romance",110
"El Salvador","Sci-Fi",21
"El Salvador","Sport",8
"El Salvador","Thriller",63
"El Salvador","War",2
"El Salvador","Western",5
"Estonia","Action",193
"Estonia","Adventure",126
"Estonia","Animation",52
"Estonia","Biography",12
"Estonia","Comedy",217
"Estonia","Crime",114
"Estonia","Documentary",24
"Estonia","Drama",261
"Estonia","Family",26
"Estonia","Fantasy",44
"Estonia","Film-Noir",4
"Estonia","Game-Show",17
"Estonia","History",1
"Estonia","Horror",31
"Estonia","Music",4
"Estonia","Musical",2
"Estonia","Mystery",60
"Estonia","Reality-TV",24
"Estonia","Romance",87
"Estonia","Sci-Fi",49
"Estonia","Sport",9
"Estonia","Thriller",57
"Estonia","War",3
"Estonia","Western",5
"Finland","Action",209
"Finland","Adventure",116
"Finland","Animation",57
"Finland","Biography",12
"Finland","Comedy",174
"Finland","Crime",157
"Finland","Documentary",23
"Finland","Drama",335
"Finland","Family",24
"Finland","Fantasy",36
"Finland","Film-Noir",3
"Finland","Game-Show",12
"Finland","History",3
"Finland","Horror",28
"Finland","Music",4
"Finland","Musical",3
"Finland","Mystery",56
"Finland","Reality-TV",18
"Finland","Romance",82
"Finland","Sci-Fi",27
"Finland","Short",1
"Finland","Sport",9
"Finland","Thriller",60
"Finland","War",10
"Finland","Western",9
"France","Action",217
"France","Adult",2
"France","Adventure",133
"France","Animation",49
"France","Biography",6
"France","Comedy",154
"France","Crime",148
"France","Documentary",23
"France","Drama",352
"France","Family",17
"France","Fantasy",58
"France","Film-Noir",3
"France","Game-Show",3
"France","History",2
"France","Horror",39
"France","Music",23
"France","Mystery",51
"France","Reality-TV",5
"France","Romance",79
"France","Sci-Fi",33
"France","Sport",10
"France","Thriller",78
"France","War",6
"France","Western",4
"Germany","Action",216
"Germany","Adventure",154
"Germany","Animation",51
"Germany","Biography",12
"Germany","Comedy",183
"Germany","Crime",153
"Germany","Documentary",20
"Germany","Drama",324
"Germany","Family",53
"Germany","Fantasy",69
"Germany","Film-Noir",4
"Germany","Game-Show",8
"Germany","History",3
"Germany","Horror",40
"Germany","Music",6
"Germany","Mystery",56
"Germany","Reality-TV",10
"Germany","Romance",79
"Germany","Sci-Fi",20
"Germany","Sport",12
"Germany","Thriller",74
"Germany","War",3
"Germany","Western",5
"Greece","Action",201
"Greece","Adventure",129
"Greece","Animation",49
"Greece","Biography",7
"Greece","Comedy",166
"Greece","Crime",143
"Greece","Documentary",22
"Greece","Drama",335
"Greece","Family",22
"Greece","Fantasy",44
"Greece","Film-Noir",4
"Greece","Game-Show",6
"Greece","History",5
"Greece","Horror",26
"Greece","Music",3
"Greece","Mystery",58
"Greece","Reality-TV",7
"Greece","Romance",93
"Greece","Sci-Fi",36
"Greece","Sport",10
"Greece","Thriller",55
"Greece","War",5
"Greece","Western",7
"Guadeloupe","Action",229
"Guadeloupe","Adventure",106
"Guadeloupe","Animation",46
"Guadeloupe","Biography",2
"Guadeloupe","Comedy",159
"Guadeloupe","Crime",147
"Guadeloupe","Documentary",17
"Guadeloupe","Drama",344
"Guadeloupe","Family",18
"Guadeloupe","Fantasy",49
"Guadeloupe","Film-Noir",2
"Guadeloupe","Game-Show",8
"Guadeloupe","Horror",28
"Guadeloupe","Music",30
"Guadeloupe","Mystery",42
"Guadeloupe","Reality-TV",10
"Guadeloupe","Romance",83
"Guadeloupe","Sci-Fi",26
"Guadeloupe","Short",1
"Guadeloupe","Sport",7
"Guadeloupe","Thriller",69
"Guadeloupe","War",3
"Guadeloupe","Western",3
"Guatemala","Action",127
"Guatemala","Adventure",100
"Guatemala","Animation",60
"Guatemala","Biography",3
"Guatemala","Comedy",196
"Guatemala","Crime",97
"Guatemala","Documentary",18
"Guatemala","Drama",301
"Guatemala","Family",17
"Guatemala","Fantasy",26
"Guatemala","Film-Noir",2
"Guatemala","Horror",26
"Guatemala","Music",31
"Guatemala","Mystery",46
"Guatemala","Reality-TV",2
"Guatemala","Romance",119
"Guatemala","Sci-Fi",19
"Guatemala","Sport",9
"Guatemala","Thriller",62
"Guatemala","War",2
"Guatemala","Western",6
"Honduras","Action",139
"Honduras","Adventure",88
"Honduras","Animation",44
"Honduras","Biography",1
"Honduras","Comedy",187
"Honduras","Crime",109
"Honduras","Documentary",17
"Honduras","Drama",310
"Honduras","Family",18
"Honduras","Fantasy",29
"Honduras","Film-Noir",2
"Honduras","Horror",26
"Honduras","Music",31
"Honduras","Mystery",47
"Honduras","Reality-TV",3
"Honduras","Romance",124
"Honduras","Sci-Fi",19
"Honduras","Sport",7
"Honduras","Thriller",67
"Honduras","War",2
"Honduras","Western",6
"Hong Kong","Action",255
"Hong Kong","Adventure",121
"Hong Kong","Animation",32
"Hong Kong","Biography",14
"Hong Kong","Comedy",152
"Hong Kong","Crime",113
"Hong Kong","Documentary",21
"Hong Kong","Drama",341
"Hong Kong","Family",7
"Hong Kong","Fantasy",39
"Hong Kong","Film-Noir",3
"Hong Kong","Game-Show",5
"Hong Kong","History",5
"Hong Kong","Horror",42
"Hong Kong","Music",3
"Hong Kong","Mystery",76
"Hong Kong","News",1
"Hong Kong","Reality-TV",8
"Hong Kong","Romance",117
"Hong Kong","Sci-Fi",63
"Hong Kong","Sport",11
"Hong Kong","Thriller",70
"Hong Kong","War",4
"Hong Kong","Western",2
"Hungary","Action",206
"Hungary","Adventure",127
"Hungary","Animation",67
"Hungary","Biography",7
"Hungary","Comedy",186
"Hungary","Crime",160
"Hungary","Documentary",22
"Hungary","Drama",317
"Hungary","Family",31
"Hungary","Fantasy",43
"Hungary","Film-Noir",4
"Hungary","Game-Show",14
"Hungary","History",3
"Hungary","Horror",32
"Hungary","Music",3
"Hungary","Mystery",54
"Hungary","Reality-TV",14
"Hungary","Romance",110
"Hungary","Sci-Fi",16
"Hungary","Sport",14
"Hungary","Thriller",62
"Hungary","War",3
"Hungary","Western",5
"Iceland","Action",191
"Iceland","Adventure",126
"Iceland","Animation",52
"Iceland","Biography",15
"Iceland","Comedy",195
"Iceland","Crime",139
"Iceland","Documentary",37
"Iceland","Drama",287
"Iceland","Family",27
"Iceland","Fantasy",29
"Iceland","Film-Noir",3
"Iceland","Game-Show",20
"Iceland","History",4
"Iceland","Horror",29
"Iceland","Music",5
"Iceland","Mystery",53
"Iceland","Reality-TV",40
"Iceland","Romance",84
"Iceland","Sci-Fi",43
"Iceland","Sport",10
"Iceland","Thriller",55
"Iceland","War",5
"Iceland","Western",4
"India","Action",269
"India","Adventure",77
"India","Animation",12
"India","Biography",1
"India","Comedy",177
"India","Crime",222
"India","Documentary",13
"India","Drama",394
"India","Family",12
"India","Fantasy",42
"India","Film-Noir",3
"India","Game-Show",4
"India","Horror",27
"India","Musical",2
"India","Mystery",83
"India","Reality-TV",4
"India","Romance",95
"India","Sci-Fi",19
"India","Sport",3
"India","Thriller",80
"India","War",4
"India","Western",1
"Indonesia","Action",231
"Indonesia","Adventure",90
"Indonesia","Animation",19
"Indonesia","Biography",11
"Indonesia","Comedy",175
"Indonesia","Crime",149
"Indonesia","Documentary",18
"Indonesia","Drama",338
"Indonesia","Family",14
"Indonesia","Fantasy",36
"Indonesia","Film-Noir",3
"Indonesia","History",8
"Indonesia","Horror",42
"Indonesia","Music",2
"Indonesia","Mystery",82
"Indonesia","Romance",107
"Indonesia","Sci-Fi",40
"Indonesia","Sport",5
"Indonesia","Thriller",81
"Indonesia","War",3
"Indonesia","Western",2
"Ireland","Action",141
"Ireland","Adventure",132
"Ireland","Animation",66
"Ireland","Biography",33
"Ireland","Comedy",214
"Ireland","Crime",143
"Ireland","Documentary",35
"Ireland","Drama",293
"Ireland","Family",26
"Ireland","Fantasy",19
"Ireland","Film-Noir",3
"Ireland","Game-Show",10
"Ireland","History",3
"Ireland","Horror",20
"Ireland","Music",8
"Ireland","Musical",3
"Ireland","Mystery",42
"Ireland","Reality-TV",25
"Ireland","Romance",92
"Ireland","Sci-Fi",28
"Ireland","Sport",15
"Ireland","Thriller",52
"Ireland","War",10
"Ireland","Western",7
"Israel","Action",204
"Israel","Adventure",113
"Israel","Animation",54
"Israel","Biography",6
"Israel","Comedy",178
"Israel","Crime",132
"Israel","Documentary",28
"Israel","Drama",336
"Israel","Family",17
"Israel","Fantasy",19
"Israel","Film-Noir",3
"Israel","Game-Show",14
"Israel","History",3
"Israel","Horror",15
"Israel","Music",2
"Israel","Mystery",42
"Israel","Reality-TV",19
"Israel","Romance",95
"Israel","Sci-Fi",37
"Israel","Sport",14
"Israel","Thriller",72
"Israel","War",6
"Israel","Western",4
"Italy","Action",187
"Italy","Adventure",85
"Italy","Animation",24
"Italy","Biography",10
"Italy","Comedy",167
"Italy","Crime",153
"Italy","Documentary",17
"Italy","Drama",375
"Italy","Family",20
"Italy","Fantasy",44
"Italy","Film-Noir",3
"Italy","Game-Show",6
"Italy","History",2
"Italy","Horror",36
"Italy","Music",9
"Italy","Mystery",69
"Italy","Reality-TV",7
"Italy","Romance",95
"Italy","Sci-Fi",34
"Italy","Sport",12
"Italy","Thriller",55
"Italy","War",3
"Italy","Western",6
"Jamaica","Action",217
"Jamaica","Adventure",122
"Jamaica","Animation",78
"Jamaica","Biography",4
"Jamaica","Comedy",182
"Jamaica","Crime",135
"Jamaica","Documentary",19
"Jamaica","Drama",284
"Jamaica","Family",43
"Jamaica","Fantasy",48
"Jamaica","Film-Noir",2
"Jamaica","Game-Show",9
"Jamaica","Horror",29
"Jamaica","Music",3
"Jamaica","Mystery",48
"Jamaica","Reality-TV",11
"Jamaica","Romance",83
"Jamaica","Sci-Fi",27
"Jamaica","Sport",8
"Jamaica","Thriller",93
"Jamaica","War",3
"Jamaica","Western",6
"Japan","Action",240
"Japan","Adventure",157
"Japan","Animation",97
"Japan","Biography",17
"Japan","Comedy",157
"Japan","Crime",103
"Japan","Documentary",10
"Japan","Drama",273
"Japan","Family",13
"Japan","Fantasy",27
"Japan","Film-Noir",2
"Japan","History",6
"Japan","Horror",34
"Japan","Music",4
"Japan","Musical",3
"Japan","Mystery",43
"Japan","Romance",167
"Japan","Sci-Fi",32
"Japan","Sport",4
"Japan","Thriller",63
"Japan","War",3
"Japan","Western",1
"Jordan","Action",217
"Jordan","Adventure",97
"Jordan","Animation",31
"Jordan","Biography",13
"Jordan","Comedy",229
"Jordan","Crime",136
"Jordan","Documentary",16
"Jordan","Drama",303
"Jordan","Family",15
"Jordan","Fantasy",33
"Jordan","Film-Noir",5
"Jordan","Game-Show",7
"Jordan","History",2
"Jordan","Horror",29
"Jordan","Musical",1
"Jordan","Mystery",45
"Jordan","Reality-TV",9
"Jordan","Romance",161
"Jordan","Sci-Fi",28
"Jordan","Sport",5
"Jordan","Thriller",69
"Jordan","War",3
"Jordan","Western",4
"Kenya","Action",220
"Kenya","Adult",4
"Kenya","Adventure",91
"Kenya","Animation",26
"Kenya","Biography",11
"Kenya","Comedy",186
"Kenya","Crime",146
"Kenya","Documentary",24
"Kenya","Drama",327
"Kenya","Family",18
"Kenya","Fantasy",29
"Kenya","Film-Noir",3
"Kenya","Game-Show",17
"Kenya","History",3
"Kenya","Horror",21
"Kenya","Music",2
"Kenya","Mystery",59
"Kenya","Reality-TV",25
"Kenya","Romance",98
"Kenya","Sci-Fi",35
"Kenya","Sport",8
"Kenya","Thriller",74
"Kenya","War",2
"Kenya","Western",3
"Kuwait","Action",233
"Kuwait","Adventure",133
"Kuwait","Animation",55
"Kuwait","Biography",11
"Kuwait","Comedy",158
"Kuwait","Crime",138
"Kuwait","Documentary",17
"Kuwait","Drama",331
"Kuwait","Family",30
"Kuwait","Fantasy",42
"Kuwait","Film-Noir",4
"Kuwait","Game-Show",9
"Kuwait","History",3
"Kuwait","Horror",38
"Kuwait","Music",1
"Kuwait","Musical",1
"Kuwait","Mystery",56
"Kuwait","Reality-TV",12
"Kuwait","Romance",76
"Kuwait","Sci-Fi",28
"Kuwait","Sport",4
"Kuwait","Thriller",86
"Kuwait","War",3
"Kuwait","Western",4
"Latvia","Action",171
"Latvia","Adventure",138
"Latvia","Animation",81
"Latvia","Biography",9
"Latvia","Comedy",247
"Latvia","Crime",113
"Latvia","Documentary",22
"Latvia","Drama",270
"Latvia","Family",24
"Latvia","Fantasy",34
"Latvia","Film-Noir",4
"Latvia","Game-Show",18
"Latvia","History",1
"Latvia","Horror",28
"Latvia","Music",3
"Latvia","Musical",1
"Latvia","Mystery",64
"Latvia","Reality-TV",21
"Latvia","Romance",91
"Latvia","Sci-Fi",42
"Latvia","Sport",11
"Latvia","Thriller",54
"Latvia","War",2
"Latvia","Western",3
"Lebanon","Action",217
"Lebanon","Adventure",104
"Lebanon","Animation",25
"Lebanon","Biography",12
"Lebanon","Comedy",177
"Lebanon","Crime",155
"Lebanon","Documentary",15
"Lebanon","Drama",379
"Lebanon","Family",21
"Lebanon","Fantasy",47
"Lebanon","Film-Noir",4
"Lebanon","Game-Show",11
"Lebanon","History",1
"Lebanon","Horror",21
"Lebanon","Music",2
"Lebanon","Musical",1
"Lebanon","Mystery",40
"Lebanon","Reality-TV",13
"Lebanon","Romance",116
"Lebanon","Sci-Fi",25
"Lebanon","Sport",7
"Lebanon","Thriller",76
"Lebanon","War",3
"Lebanon","Western",4
"Lithuania","Action",148
"Lithuania","Adventure",93
"Lithuania","Animation",48
"Lithuania","Biography",11
"Lithuania","Comedy",221
"Lithuania","Crime",118
"Lithuania","Documentary",26
"Lithuania","Drama",266
"Lithuania","Family",22
"Lithuania","Fantasy",33
"Lithuania","Film-Noir",5
"Lithuania","Game-Show",17
"Lithuania","History",1
"Lithuania","Horror",32
"Lithuania","Music",5
"Lithuania","Musical",1
"Lithuania","Mystery",51
"Lithuania","Reality-TV",18
"Lithuania","Romance",103
"Lithuania","Sci-Fi",23
"Lithuania","Sport",12
"Lithuania","Thriller",59
"Lithuania","War",3
"Lithuania","Western",4
"Luxembourg","Action",190
"Luxembourg","Adventure",125
"Luxembourg","Animation",50
"Luxembourg","Biography",7
"Luxembourg","Comedy",176
"Luxembourg","Crime",149
"Luxembourg","Documentary",27
"Luxembourg","Drama",346
"Luxembourg","Family",34
"Luxembourg","Fantasy",49
"Luxembourg","Film-Noir",4
"Luxembourg","Game-Show",10
"Luxembourg","History",2
"Luxembourg","Horror",26
"Luxembourg","Music",20
"Luxembourg","Mystery",52
"Luxembourg","Reality-TV",14
"Luxembourg","Romance",101
"Luxembourg","Sci-Fi",17
"Luxembourg","Sport",15
"Luxembourg","Thriller",57
"Luxembourg","War",3
"Luxembourg","Western",5
"Malaysia","Action",257
"Malaysia","Adventure",114
"Malaysia","Animation",41
"Malaysia","Biography",3
"Malaysia","Comedy",187
"Malaysia","Crime",156
"Malaysia","Documentary",16
"Malaysia","Drama",315
"Malaysia","Family",14
"Malaysia","Fantasy",37
"Malaysia","Film-Noir",3
"Malaysia","Game-Show",1
"Malaysia","History",6
"Malaysia","Horror",37
"Malaysia","Music",3
